Date,Close,High,Low,Open,Volume
2023-01-02,1.0709733963012695,1.071237325668335,1.0653257369995117,1.0709733963012695,0
2023-01-03,1.0677714347839355,1.068261981010437,1.0521553754806519,1.0677714347839355,0
2023-01-04,1.0546854734420776,1.063151240348816,1.0545964241027832,1.0546854734420776,0
2023-01-05,1.0606365203857422,1.06326425075531,1.0515578985214233,1.0606365203857422,0
2023-01-06,1.0522217750549316,1.062225103378296,1.0485258102416992,1.0522217750549316,0
2023-01-09,1.0656323432922363,1.0759514570236206,1.0652804374694824,1.0656323432922363,0
2023-01-10,1.073318362236023,1.0756852626800537,1.0713175535202026,1.073318362236023,0
2023-01-11,1.0738946199417114,1.077470064163208,1.0726851224899292,1.0738946199417114,0
2023-01-12,1.0766000747680664,1.0838346481323242,1.0738024711608887,1.0766000747680664,0
2023-01-13,1.0860239267349243,1.0867793560028076,1.0780625343322754,1.0860239267349243,0
2023-01-16,1.082461953163147,1.0875475406646729,1.080263614654541,1.082461953163147,0
2023-01-17,1.0830129384994507,1.086909294128418,1.0787020921707153,1.0830129384994507,0
2023-01-18,1.0793308019638062,1.0884472131729126,1.0767043828964233,1.0793308019638062,0
2023-01-19,1.0797853469848633,1.0833063125610352,1.0782949924468994,1.0797853469848633,0
2023-01-20,1.083388328552246,1.0856584310531616,1.0804619789123535,1.083388328552246,0
2023-01-23,1.086507797241211,1.0919533967971802,1.0847516059875488,1.0864723920822144,0
2023-01-24,1.0874292850494385,1.089680790901184,1.0839285850524902,1.0874292850494385,0
2023-01-25,1.088814616203308,1.0922634601593018,1.0858116149902344,1.088814616203308,0
2023-01-26,1.0922038555145264,1.0932546854019165,1.0851635932922363,1.0922038555145264,0
2023-01-27,1.0894432067871094,1.0901559591293335,1.0838816165924072,1.0894432067871094,0
2023-01-30,1.0871455669403076,1.0915005207061768,1.0854581594467163,1.0871455669403076,0
2023-01-31,1.0850694179534912,1.0868383646011353,1.0804152488708496,1.0850694179534912,0
2023-02-01,1.0860947370529175,1.092442512512207,1.085293173789978,1.0860947370529175,0
2023-02-02,1.1012852191925049,1.102657437324524,1.088767170906067,1.1012852191925049,0
2023-02-03,1.0905125141143799,1.094067931175232,1.0811045169830322,1.0905125141143799,0
2023-02-06,1.079086184501648,1.0800302028656006,1.0718343257904053,1.079086184501648,0
2023-02-07,1.0730764865875244,1.0745997428894043,1.0669511556625366,1.0730764865875244,0
2023-02-08,1.0729728937149048,1.0760208368301392,1.0716849565505981,1.0729728937149048,0
2023-02-09,1.0715816020965576,1.0790396928787231,1.0711569786071777,1.0715816020965576,0
2023-02-10,1.0742292404174805,1.0751763582229614,1.0669283866882324,1.0742292404174805,0
2023-02-13,1.0677714347839355,1.0725010633468628,1.065723180770874,1.0677714347839355,0
2023-02-14,1.0730419158935547,1.0798436403274536,1.0709964036941528,1.0730419158935547,0
2023-02-15,1.0735719203948975,1.0744600296020508,1.0665984153747559,1.0735719203948975,0
2023-02-16,1.0691757202148438,1.0722250938415527,1.0655754804611206,1.0691757202148438,0
2023-02-17,1.0665756464004517,1.0681477785110474,1.0613795518875122,1.0665756464004517,0
2023-02-20,1.0684444904327393,1.0705492496490479,1.0671560764312744,1.0684444904327393,0
2023-02-21,1.068261981010437,1.0695644617080688,1.0644866228103638,1.068261981010437,0
2023-02-22,1.065200924873352,1.0665528774261475,1.0619093179702759,1.065200924873352,0
2023-02-23,1.0605803728103638,1.0630381107330322,1.0582010746002197,1.0605803728103638,0
2023-02-24,1.0598047971725464,1.0614246129989624,1.053774118423462,1.0598047971725464,0
2023-02-27,1.0554758310317993,1.0618642568588257,1.0533522367477417,1.0554758310317993,0
2023-02-28,1.0611205101013184,1.0645002126693726,1.058234691619873,1.0611205101013184,0
2023-03-01,1.0577309131622314,1.0691070556640625,1.0565686225891113,1.0577309131622314,0
2023-03-02,1.066894292831421,1.067270040512085,1.0583466291427612,1.066894292831421,0
2023-03-03,1.0599732398986816,1.062925100326538,1.0591312646865845,1.0599732398986816,0
2023-03-06,1.0626201629638672,1.0693814754486084,1.062304139137268,1.0626201629638672,0
2023-03-07,1.0688328742980957,1.06963312625885,1.0571606159210205,1.0688328742980957,0
2023-03-08,1.05507493019104,1.0573283433914185,1.0526647567749023,1.05507493019104,0
2023-03-09,1.0549525022506714,1.0586491823196411,1.053851842880249,1.0549525022506714,0
2023-03-10,1.0584698915481567,1.0698620080947876,1.0575743913650513,1.0584698915481567,0
2023-03-13,1.0683646202087402,1.0737217664718628,1.0652350187301636,1.0683646202087402,0
2023-03-14,1.0725010633468628,1.0747140645980835,1.0679652690887451,1.0725010633468628,0
2023-03-15,1.0727657079696655,1.0760092735290527,1.052033543586731,1.0727657079696655,0
2023-03-16,1.0583354234695435,1.063456416130066,1.0555092096328735,1.0583354234695435,0
2023-03-17,1.0614134073257446,1.0669625997543335,1.0612106323242188,1.0614134073257446,0
2023-03-20,1.0678855180740356,1.0730534791946411,1.0632416009902954,1.0678855180740356,0
2023-03-21,1.071914792060852,1.0787253379821777,1.070491909980774,1.071914792060852,0
2023-03-22,1.0774236917495728,1.0801469087600708,1.0759514570236206,1.0774236917495728,0
2023-03-23,1.0870392322540283,1.0928997993469238,1.0868619680404663,1.0870392322540283,0
2023-03-24,1.0835057497024536,1.0839003324508667,1.0718917846679688,1.0835057497024536,0
2023-03-27,1.077818512916565,1.0795999765396118,1.074806571006775,1.077818512916565,0
2023-03-28,1.0807071924209595,1.08489990234375,1.0804035663604736,1.0807071924209595,0
2023-03-29,1.0839520692825317,1.0871999263763428,1.0821340084075928,1.0839520692825317,0
2023-03-30,1.0843634605407715,1.0923947095870972,1.0826963186264038,1.0843634605407715,0
2023-03-31,1.0904649496078491,1.0925856828689575,1.086059331893921,1.0904649496078491,0
2023-04-03,1.0803335905075073,1.0915720462799072,1.078934907913208,1.0803335905075073,0
2023-04-04,1.091226577758789,1.0971648693084717,1.0883879661560059,1.091226577758789,0
2023-04-05,1.0960105657577515,1.0969241857528687,1.0905362367630005,1.0960105657577515,0
2023-04-06,1.090334177017212,1.0930156707763672,1.0885539054870605,1.090334177017212,0
2023-04-07,1.0920130014419556,1.0925379991531372,1.0881037712097168,1.0920130014419556,0
2023-04-10,1.0913575887680054,1.0918222665786743,1.0832475423812866,1.0913575887680054,0
2023-04-11,1.086932897567749,1.0926692485809326,1.0868029594421387,1.086932897567749,0
2023-04-12,1.0917507410049438,1.099855899810791,1.091524362564087,1.0917507410049438,0
2023-04-13,1.0999890565872192,1.1068999767303467,1.0981649160385132,1.0999890565872192,0
2023-04-14,1.1054610013961792,1.1075423955917358,1.0978032350540161,1.1054610013961792,0
2023-04-17,1.098659634590149,1.0999042987823486,1.0910717248916626,1.098659634590149,0
2023-04-18,1.0925379991531372,1.0983458757400513,1.0922753810882568,1.0925379991531372,0
2023-04-19,1.0975382328033447,1.098659634590149,1.0918341875076294,1.0975382328033447,0
2023-04-20,1.095218300819397,1.0989010334014893,1.0934339761734009,1.095218300819397,0
2023-04-21,1.0970927476882935,1.099251389503479,1.0939722061157227,1.0970927476882935,0
2023-04-24,1.0992271900177002,1.103423833847046,1.0968761444091797,1.0992271900177002,0
2023-04-25,1.1059499979019165,1.1068068742752075,1.0969241857528687,1.1059499979019165,0
2023-04-26,1.0978394746780396,1.109410047531128,1.0969241857528687,1.0978394746780396,0
2023-04-27,1.1047282218933105,1.1065618991851807,1.0994206666946411,1.1047282218933105,0
2023-04-28,1.1032048463821411,1.1043744087219238,1.0965633392333984,1.1032048463821411,0
2023-05-01,1.1010911464691162,1.103557825088501,1.0966956615447998,1.1010911464691162,0
2023-05-02,1.0969241857528687,1.1005216836929321,1.0943553447723389,1.0969241857528687,0
2023-05-03,1.1010911464691162,1.1058155298233032,1.100594401359558,1.1010911464691162,0
2023-05-04,1.1068925857543945,1.109139323234558,1.0986838340759277,1.1068925857543945,0
2023-05-05,1.102292776107788,1.1048002243041992,1.0971648693084717,1.102292776107788,0
2023-05-08,1.10186767578125,1.1053388118743896,1.1012487411499023,1.10186767578125,0
2023-05-09,1.0996140241622925,1.1001100540161133,1.0944032669067383,1.0996140241622925,0
2023-05-10,1.096467137336731,1.100473165512085,1.0942834615707397,1.096467137336731,0
2023-05-11,1.098406195640564,1.0998680591583252,1.0901321172714233,1.098406195640564,0
2023-05-12,1.0912145376205444,1.0935176610946655,1.085564136505127,1.0912145376205444,0
2023-05-15,1.0852696895599365,1.0892059803009033,1.0848575830459595,1.0852696895599365,0
2023-05-16,1.0873701572418213,1.090358018875122,1.0856702327728271,1.0873701572418213,0
2023-05-17,1.0865668058395386,1.0875475406646729,1.081162929534912,1.0865668058395386,0
2023-05-18,1.0838346481323242,1.0849517583847046,1.0765421390533447,1.0838346481323242,0
2023-05-19,1.0775396823883057,1.082391619682312,1.0761018991470337,1.0775396823883057,0
2023-05-22,1.0822745561599731,1.0830715894699097,1.0796570777893066,1.0822745561599731,0
2023-05-23,1.0811045169830322,1.0821340084075928,1.0763798952102661,1.0811045169830322,0
2023-05-24,1.076971173286438,1.0799369812011719,1.0749683380126953,1.076971173286438,0
2023-05-25,1.0757315158843994,1.0754191875457764,1.0709964036941528,1.0757315158843994,0
2023-05-26,1.0724436044692993,1.0757546424865723,1.0702054500579834,1.0724436044692993,0
2023-05-29,1.0723055601119995,1.0745755434036255,1.0706294775009155,1.0723055601119995,0
2023-05-30,1.0707669258117676,1.0745755434036255,1.067338466644287,1.0707669258117676,0
2023-05-31,1.073306918144226,1.0738831758499146,1.06516695022583,1.073306918144226,0
